Proveedor	NoIdentificador	Clave	Descripcion	U.M	Unidades	Precio Unitario	Descuento	Importe	Folio	Fecha	Orden	Orden de compra
P000001	7506240619994	45032.0	Rollo de rafia de 230 m color blanco calibre 2.2 g/m	ROL	6.000	41.770000	0.00	250.62	0089538628	20220205	1	11
P000001	7506240619994	45032.0	Rollo de rafia de 230 m color blanco calibre 2.2 g/m	ROL	72.000	40.933889	0.00	2947.24	0089538628	20220205	1	11
P000001	7506240648864	45115.0	Rollo de 30 g de alambre galvanizado calibre 20, en bolsa	PZA	60.000	2.358167	0.00	141.49	0089538628	20220205	1	11
P000001	7506240648871	45116.0	Rollo de 30 g de alambre galvanizado calibre 18, en bolsa	PZA	60.000	2.358167	0.00	141.49	0089538628	20220205	1	11
P000001	7506240648888	45117.0	Rollo de 30 g de alambre galvanizado calibre 16, en bolsa	PZA	40.000	2.358500	0.00	94.34	0089538628	20220205	1	11
P000001	7506240648895	45121.0	Rollo de 30 g de alambre galvanizado calibre 14.5, en bolsa	PZA	40.000	2.358500	0.00	94.34	0089538628	20220205	1	11
P000001	7506240603740	45476.0	Rueda de hule solido 4-1/2 , un balero	PZA	8.000	35.713750	0.00	285.71	0089538628	20220205	1	11
P000001	7506240654773	45908.0	Llanta sin camara, 10	PZA	6.000	66.710000	0.00	400.26	0089538628	20220205	1	11
P000001	7506240670810	47371.0	Bolsa con 2 taquetes expansivos de 1/2  con tornillo	BOL	18.000	19.541111	0.00	351.74	0089538628	20220205	1	11
P000001	7506240670834	47373.0	Bolsa con 4 taquetes expansivos de 3/16  sin tornillo	BOL	12.000	14.824167	0.00	177.89	0089538628	20220205	1	11
P000001	7506240670841	47378.0	Bolsa con 2 taquetes expansivos de 1/2  sin tornillo	BOL	6.000	33.016667	0.00	198.10	0089538628	20220205	1	11
P000001	7506240670681	47566.0	Bolsa con 2 taquetes expansivos 12x70 mm con armella abierta	BOL	12.000	22.236667	0.00	266.84	0089538628	20220205	1	11
P000001	7506240664697	48599.0	Rodaja hule placa fija 3  con buje	PZA	4.000	39.082500	0.00	156.33	0089538628	20220205	1	11
P000001	7506240664741	48605.0	Rodaja hule 2 , 25mm con balero	PZA	6.000	39.756667	0.00	238.54	0089538628	20220205	1	11
P000001	7506240664772	48610.0	Rodaja hule 3 , 35 mm con buje	PZA	8.000	48.516250	0.00	388.13	0089538628	20220205	1	11
P000001	7506240664604	48624.0	Rodaja de polietileno 2 , placa giratoria, pisada 22mm	PZA	24.000	26.279583	0.00	630.71	0089538628	20220205	1	11
P000001	7506240664611	48625.0	Rodaja de polietileno 2 , placa giratoria, pisada 25mm	PZA	6.000	50.536667	0.00	303.22	0089538628	20220205	1	11
P000001	7506240664628	48626.0	Rodaja de polietileno 2-1/2, placa giratoria, pisada 22mm	PZA	18.000	35.713333	0.00	642.84	0089538628	20220205	1	11
P000001	7506240664635	48627.0	Rodaja de polietileno 2-1/2 , placa giratoria, pisada 27mm	PZA	6.000	70.751667	0.00	424.51	0089538628	20220205	1	11
P000001	7506240664642	48628.0	Rodaja de polietileno 3 , placa giratoria, pisada 22mm	PZA	8.000	46.495000	0.00	371.96	0089538628	20220205	1	11
P000001	7506240664659	48629.0	Rodaja de polietileno 3 , placa giratoria, pisada 29mm	PZA	4.000	84.227500	0.00	336.91	0089538628	20220205	1	11
P000001	7506240664666	48631.0	Rodaja de polietileno 4 , placa giratoria, pisada 42mm	PZA	4.000	141.505000	0.00	566.02	0089538628	20220205	1	11
P000001	7506240664680	48634.0	Rodaja de polietileno 2-1/2 , placa giratoria,22mm con freno	PZA	8.000	46.495000	0.00	371.96	0089538628	20220205	1	11
P000001	7506240663836	48689.0	Bolsa con 100 pijas N6 x 1-5/8  multiusos	CAJ	6.000	15.500000	0.00	93.00	0089538628	20220205	1	11
P000001	7506240663843	48690.0	Bolsa con 100 pijas N8 x 2-1/2  multiusos	CAJ	66.000	28.975000	0.00	1912.35	0089538628	20220205	1	11
P000001	7506240663874	48693.0	Bolsa con 100 pijas N10 x 3-1/2  multiusos	CAJ	6.000	48.515000	0.00	291.09	0089538628	20220205	1	11
P000001	7506240663904	48696.0	Bolsa con 100 pijas N12 x 1-1/4  multiusos	CAJ	6.000	30.323333	0.00	181.94	0089538628	20220205	1	11
P000001	7506240663942	48700.0	Pijas multiusos 12 x 2-1/2  bolsa con 100 piezas	CAJ	18.000	53.906667	0.00	970.32	0089538628	20220205	1	11
P000001	7506240663959	48701.0	Bolsa con 100 pijas N12 x 3  multiusos	CAJ	12.000	62.667500	0.00	752.01	0089538628	20220205	1	11
P000001	7506240663966	48702.0	Bolsa con 100 pijas N12 x 3-1/2  multiusos	CAJ	6.000	70.751667	0.00	424.51	0089538628	20220205	1	11
P000001	7506240663997	48705.0	Bolsa con 100 pijas N14 x 2  multiusos	CAJ	6.000	55.928333	0.00	335.57	0089538628	20220205	1	11
P000001	7506240664000	48706.0	Bolsa con 100 pijas N14 x 2-1/2  multiusos	CAJ	6.000	64.013333	0.00	384.08	0089538628	20220205	1	11
P000001	7506240664017	48707.0	Bolsa con 100 pijas N14 x 3  multiusos	CAJ	12.000	77.490833	0.00	929.89	0089538628	20220205	1	11
P000001	7506240664024	48708.0	Bolsa con 100 pijas N14 x 3-1/2  multiusos	CAJ	6.000	90.968333	0.00	545.81	0089538628	20220205	1	11
P000001	7506240663584	48712.0	Bolsa con 200 pijas N4 x 1/2  para lamina	CAJ	6.000	11.453333	0.00	68.72	0089538628	20220205	1	11
P000001	7506240663591	48713.0	Bolsa con 200 pijas N4 x 5/8  para lamina	CAJ	6.000	13.476667	0.00	80.86	0089538628	20220205	1	11
P000001	7506240658313	49697.0	Rodaja tipo yoyo con espiga 50 mm	PZA	6.000	9.433333	0.00	56.60	0089538628	20220205	1	11
P000001	7506240658726	49911.0	Bolsa con 10 guardacabos para cable de acero de 1/4	BOL	10.000	16.846000	0.00	168.46	0089538628	20220205	1	11
P000001	7506240692355	67052.0	Muestrario de referencia para medidas de tornilleria 2021	PZA	10.000	2.277000	0.00	22.77	0089538628	20220205	1	11
P000001	7506240692355	67052.0	Muestrario de referencia para medidas de tornilleria 2021	PZA	7.000	2.324286	0.00	16.27	0089538628	20220205	1	11
